audio_id,audio_path,original_split,project_split,locale,speaker_id,normalized_speaker_id,speaker_sex,speaker_age,transcript,annot_utt,tokens,labels,intent_idx,intent,scenario_str,duration_sec,sample_rate,num_channels,is_valid,protocol,role,checksum
16641,dev/38c622c433178418e5081bf35c456007.wav,validation,VALIDATION,vi-VN,6573b7471b56f7fc59a7df63,val_enrolled_spk_0001,Female,48,bất cứ email mới từ sếp,bất cứ email mới từ [relation : sếp],['bất' 'cứ' 'email' 'mới' 'từ' 'sếp'],['Other' 'Other' 'Other' 'Other' 'Other' 'relation'],44,email_query,email,3.66,48000,1,True,COSINE_VALIDATION,ENROLLED,
11399,dev/de3231737251274360415626b96c6892.wav,validation,SVM,vi-VN,5fb84feecf0626000b30cbd3,exp_svm_spk_0008,Male,29,bỏ qua đến bài tiếp theo,bỏ qua đến [podcast_descriptor : bài tiếp theo],['bỏ' 'qua' 'đến' 'bài' 'tiếp' 'theo'],"['Other' 'Other' 'Other' 'podcast_descriptor' 'podcast_descriptor'
 'podcast_descriptor']",58,play_podcasts,play,1.8,48000,1,True,SVM_CLOSED_SET,SVM_EXPERIMENTAL,
5655,dev/6da1e02f7d9f07113a814ada7e7e211d.wav,validation,SVM,vi-VN,6557ebf8541bd32382739c1a,exp_svm_spk_0005,Female,30,cho tôi biết ngày hiện tại hôm nay,cho tôi biết ngày hiện tại [date : hôm nay],['cho' 'tôi' 'biết' 'ngày' 'hiện' 'tại' 'hôm' 'nay'],['Other' 'Other' 'Other' 'Other' 'Other' 'Other' 'date' 'date'],0,datetime_query,datetime,4.08,48000,1,True,SVM_CLOSED_SET,SVM_EXPERIMENTAL,
6898,dev/83fcd904aa2a1732cb1bc2686aa39181.wav,validation,SVM,vi-VN,6552b16899091e4aaa587d1b,exp_svm_spk_0001,Male,33,bạn có thể xóa tất cả sự kiện khỏi lịch của tôi không,bạn có thể xóa tất cả sự kiện khỏi lịch của tôi không,"['bạn' 'có' 'thể' 'xóa' 'tất' 'cả' 'sự' 'kiện' 'khỏi' 'lịch' 'của' 'tôi'
 'không']","['Other' 'Other' 'Other' 'Other' 'Other' 'Other' 'Other' 'Other' 'Other'
 'Other' 'Other' 'Other' 'Other']",30,calendar_remove,calendar,3.66,48000,1,True,SVM_CLOSED_SET,SVM_EXPERIMENTAL,
8934,dev/733875ac373ab4b0d33df6d1ec635f49.wav,validation,SVM,vi-VN,5fb84feecf0626000b30cbd3,exp_svm_spk_0008,Male,29,thông báo cho tôi toàn bộ các sự kiện trong một tuần tới,thông báo cho tôi toàn bộ các sự kiện trong [time : một tuần tới],"['thông' 'báo' 'cho' 'tôi' 'toàn' 'bộ' 'các' 'sự' 'kiện' 'trong' 'một'
 'tuần' 'tới']","['Other' 'Other' 'Other' 'Other' 'Other' 'Other' 'Other' 'Other' 'Other'
 'Other' 'time' 'time' 'time']",50,calendar_set,calendar,3.96,48000,1,True,SVM_CLOSED_SET,SVM_EXPERIMENTAL,
6638,dev/caa6a13e7f0327161edad83a9c29311b.wav,validation,SVM,vi-VN,5ee49e71f8d19d00098aca3e,exp_svm_spk_0006,Male,27,xe hơi,xe hơi,['xe' 'hơi'],['Other' 'Other'],12,general_quirky,general,1.86,48000,1,True,SVM_CLOSED_SET,SVM_EXPERIMENTAL,
11348,dev/8eb51514a4c8e6e0a7439e450c3fd636.wav,validation,UNUSED,vi-VN,60d3432bc679834595ca8139,,Male,51,hey chơi chương trình phát thanh đó mà tôi dừng tối qua,hey chơi chương trình phát thanh đó mà tôi [podcast_descriptor : dừng tối qua],"['hey' 'chơi' 'chương' 'trình' 'phát' 'thanh' 'đó' 'mà' 'tôi' 'dừng'
 'tối' 'qua']","['Other' 'Other' 'Other' 'Other' 'Other' 'Other' 'Other' 'Other' 'Other'
 'podcast_descriptor' 'podcast_descriptor' 'podcast_descriptor']",58,play_podcasts,play,4.62,48000,1,True,,,
15374,dev/a381a27fdfe4b7cee0786677e86f674e.wav,validation,SVM,vi-VN,5e133bbe6a5bff9911b73cfc,exp_svm_spk_0004,Female,31,đăng trạng thái thế này trên facebook,đăng trạng thái thế này trên [media_type : facebook],['đăng' 'trạng' 'thái' 'thế' 'này' 'trên' 'facebook'],['Other' 'Other' 'Other' 'Other' 'Other' 'Other' 'media_type'],47,social_post,social,2.34,48000,1,True,SVM_CLOSED_SET,SVM_EXPERIMENTAL,
3151,dev/05ba7846b4ecb253d55905569dd216dd.wav,validation,SVM,vi-VN,6557ebf8541bd32382739c1a,exp_svm_spk_0005,Female,30,xóa các báo thức sớm,xóa các báo thức sớm,['xóa' 'các' 'báo' 'thức' 'sớm'],['Other' 'Other' 'Other' 'Other' 'Other'],52,alarm_remove,alarm,3.78,48000,1,True,SVM_CLOSED_SET,SVM_EXPERIMENTAL,
13118,dev/a0b30385652c820f08ed41da1a216114.wav,validation,TEST,vi-VN,6346ccfb37ed7169c9b634fc,test_enrolled_spk_0002,Female,40,không có gì,không có gì,['không' 'có' 'gì'],['Other' 'Other' 'Other'],49,qa_factoid,qa,2.577166666666667,48000,1,True,COSINE_TEST,ENROLLED,
14078,dev/b3ce8924f84b8dbc8a542dbd58c1aaed.wav,validation,VALIDATION,vi-VN,6573b7471b56f7fc59a7df63,val_enrolled_spk_0001,Female,48,tam giác quỷ burmuda là gì,tam giác quỷ burmuda là gì,['tam' 'giác' 'quỷ' 'burmuda' 'là' 'gì'],['Other' 'Other' 'Other' 'Other' 'Other' 'Other'],49,qa_factoid,qa,3.36,48000,1,True,COSINE_VALIDATION,ENROLLED,
5621,dev/de6e5bd2fa2d6390a18b41184b05b1b2.wav,validation,SVM,vi-VN,5ee49e71f8d19d00098aca3e,exp_svm_spk_0006,Male,27,nhiệt độ bây giờ,[weather_descriptor : nhiệt độ] bây giờ,['nhiệt' 'độ' 'bây' 'giờ'],['weather_descriptor' 'weather_descriptor' 'Other' 'Other'],13,weather_query,weather,1.86,48000,1,True,SVM_CLOSED_SET,SVM_EXPERIMENTAL,
2749,dev/cf34fa827b594a470aa18aa52e81118a.wav,validation,SVM,vi-VN,5ee49e71f8d19d00098aca3e,exp_svm_spk_0006,Male,27,khởi động máy pha cà phê,khởi động [device_type : máy pha cà phê],['khởi' 'động' 'máy' 'pha' 'cà' 'phê'],['Other' 'Other' 'device_type' 'device_type' 'device_type' 'device_type'],56,iot_coffee,iot,3.0,48000,1,True,SVM_CLOSED_SET,SVM_EXPERIMENTAL,
1834,dev/eb1a56cf67432a38c3e0fcb82af5511d.wav,validation,VALIDATION,vi-VN,63e534e8ae837950bc60d88b,val_enrolled_spk_0002,Male,30,phát các bài hát được nghe nhiều nhất của tôi,phát các bài hát được nghe nhiều nhất của tôi,['phát' 'các' 'bài' 'hát' 'được' 'nghe' 'nhiều' 'nhất' 'của' 'tôi'],"['Other' 'Other' 'Other' 'Other' 'Other' 'Other' 'Other' 'Other' 'Other'
 'Other']",45,play_music,play,2.88,48000,1,True,COSINE_VALIDATION,ENROLLED,
7458,dev/5c9e7307c1f9131aa06084db9a0e5b70.wav,validation,VALIDATION,vi-VN,63e534e8ae837950bc60d88b,val_enrolled_spk_0002,Male,30,nhớ đón tôi trước mười hai giờ trưa từ sân bay tôi có ba giờ chiều,nhớ [event_name : đón tôi] trước [time : mười hai giờ trưa] từ [place_name : sân bay] tôi có [time : ba giờ chiều],"['nhớ' 'đón' 'tôi' 'trước' 'mười' 'hai' 'giờ' 'trưa' 'từ' 'sân' 'bay'
 'tôi' 'có' 'ba' 'giờ' 'chiều']","['Other' 'event_name' 'event_name' 'Other' 'time' 'time' 'time' 'time'
 'Other' 'place_name' 'place_name' 'Other' 'Other' 'time' 'time' 'time']",50,calendar_set,calendar,4.68,48000,1,True,COSINE_VALIDATION,ENROLLED,
11214,dev/23a85944c0793c1739d6c17e2d687789.wav,validation,SVM,vi-VN,5ee49e71f8d19d00098aca3e,exp_svm_spk_0006,Male,27,kiểm tra danh sách,kiểm tra danh sách,['kiểm' 'tra' 'danh' 'sách'],['Other' 'Other' 'Other' 'Other'],59,lists_query,lists,2.22,48000,1,True,SVM_CLOSED_SET,SVM_EXPERIMENTAL,
6452,dev/8d07d9891666baa39cbc72ecd1a455ed.wav,validation,SVM,vi-VN,63cfbea470ab1bba9db30082,exp_svm_spk_0010,Male,21,giống chó ít gây dị ứng nhất,giống chó ít gây dị ứng nhất,['giống' 'chó' 'ít' 'gây' 'dị' 'ứng' 'nhất'],['Other' 'Other' 'Other' 'Other' 'Other' 'Other' 'Other'],12,general_quirky,general,1.74,48000,1,True,SVM_CLOSED_SET,SVM_EXPERIMENTAL,
803,dev/20f6ccf0220e0e9726e4830cafc87edd.wav,validation,SVM,vi-VN,6537e43c008bb605430a302f,exp_svm_spk_0002,Female,29,này olly tắt tiếng loa,này olly tắt tiếng loa,['này' 'olly' 'tắt' 'tiếng' 'loa'],['Other' 'Other' 'Other' 'Other' 'Other'],46,audio_volume_mute,audio,1.56,48000,1,True,SVM_CLOSED_SET,SVM_EXPERIMENTAL,
10830,dev/31a2e7c513216afd4df969bd49645cb7.wav,validation,UNUSED,vi-VN,646fec4b0c1269c0b550130f,,Female,26,olly tiếp theo trong danh sách của tôi là gì,olly tiếp theo trong danh sách của tôi là gì,['olly' 'tiếp' 'theo' 'trong' 'danh' 'sách' 'của' 'tôi' 'là' 'gì'],"['Other' 'Other' 'Other' 'Other' 'Other' 'Other' 'Other' 'Other' 'Other'
 'Other']",59,lists_query,lists,3.42,48000,1,True,,,
2963,dev/e9d62c6bba29da6a6b6682ae11a7a7a4.wav,validation,TEST,vi-VN,6346ccfb37ed7169c9b634fc,test_enrolled_spk_0002,Female,40,làm ơn phát bài hát yêu thích của tôi của mỹ tâm,làm ơn phát bài hát yêu thích của tôi của [artist_name : mỹ tâm],"['làm' 'ơn' 'phát' 'bài' 'hát' 'yêu' 'thích' 'của' 'tôi' 'của' 'mỹ'
 'tâm']","['Other' 'Other' 'Other' 'Other' 'Other' 'Other' 'Other' 'Other' 'Other'
 'Other' 'artist_name' 'artist_name']",45,play_music,play,3.1265,48000,1,True,COSINE_TEST,ENROLLED,
682,dev/31310fbe07d800ceb544cb60daad7a53.wav,validation,TEST,vi-VN,6346ccfb37ed7169c9b634fc,test_enrolled_spk_0002,Female,40,theo dõi tin tức về sao kê từ thiện trong tương lai,theo dõi tin tức về [news_topic : sao kê từ thiện] trong [time : tương lai],"['theo' 'dõi' 'tin' 'tức' 'về' 'sao' 'kê' 'từ' 'thiện' 'trong' 'tương'
 'lai']","['Other' 'Other' 'Other' 'Other' 'Other' 'news_topic' 'news_topic'
 'news_topic' 'news_topic' 'Other' 'time' 'time']",22,news_query,news,4.075833333333334,48000,1,True,COSINE_TEST,ENROLLED,
5063,dev/8f8e550c4a6c2c98dcd693fbf51d3432.wav,validation,TEST,vi-VN,6393bb7fbbd2bb29f99e6c9b,test_unknown_spk_0002,Male,28,thay đổi độ mờ của màu,thay đổi độ mờ của màu,['thay' 'đổi' 'độ' 'mờ' 'của' 'màu'],['Other' 'Other' 'Other' 'Other' 'Other' 'Other'],1,iot_hue_lightchange,iot,1.92,48000,1,True,COSINE_TEST,UNKNOWN,
5034,dev/b3fc09c30a477bfa1b5458c675dfe7d7.wav,validation,TEST,vi-VN,6346ccfb37ed7169c9b634fc,test_enrolled_spk_0002,Female,40,hôm nay là tuần mấy,[date : hôm nay] là tuần mấy,['hôm' 'nay' 'là' 'tuần' 'mấy'],['date' 'date' 'Other' 'Other' 'Other'],0,datetime_query,datetime,1.8865,48000,1,True,COSINE_TEST,ENROLLED,
11122,dev/0cc6ff76dd49189ba71f0ea9d9b88dfa.wav,validation,SVM,vi-VN,6552b16899091e4aaa587d1b,exp_svm_spk_0001,Male,33,thêm cái này vào một danh sách,thêm cái này vào một danh sách,['thêm' 'cái' 'này' 'vào' 'một' 'danh' 'sách'],['Other' 'Other' 'Other' 'Other' 'Other' 'Other' 'Other'],21,lists_createoradd,lists,2.88,48000,1,True,SVM_CLOSED_SET,SVM_EXPERIMENTAL,
11,dev/7bb2713815e67b402d4f3314d7b9545f.wav,validation,SVM,vi-VN,5ee49e71f8d19d00098aca3e,exp_svm_spk_0006,Male,27,tắt các bóng đèn,tắt các bóng đèn,['tắt' 'các' 'bóng' 'đèn'],['Other' 'Other' 'Other' 'Other'],40,iot_hue_lightoff,iot,1.92,48000,1,True,SVM_CLOSED_SET,SVM_EXPERIMENTAL,
7279,dev/61a89b9521526ed415f7a5169cb8e2e3.wav,validation,SVM,vi-VN,6552b16899091e4aaa587d1b,exp_svm_spk_0001,Male,33,nhắc tôi lấy đồ giặt là vào thứ hai tới,nhắc tôi [event_name : lấy đồ giặt là] vào [date : thứ hai] tới,['nhắc' 'tôi' 'lấy' 'đồ' 'giặt' 'là' 'vào' 'thứ' 'hai' 'tới'],"['Other' 'Other' 'event_name' 'event_name' 'event_name' 'event_name'
 'Other' 'date' 'date' 'Other']",50,calendar_set,calendar,4.02,48000,1,True,SVM_CLOSED_SET,SVM_EXPERIMENTAL,
7769,dev/4001e63cf71e0c413c50d62942f5a3da.wav,validation,UNUSED,vi-VN,650b02ed6511bb3fbf5da880,,Female,31,thêm buổi luyện tập của tôi tại công viên gia định vào ngày bốn tháng hai lúc hai giờ chiều,thêm buổi luyện tập của tôi tại [place_name : công viên gia định] vào [date : ngày bốn tháng hai] lúc [time : hai giờ chiều],"['thêm' 'buổi' 'luyện' 'tập' 'của' 'tôi' 'tại' 'công' 'viên' 'gia' 'định'
 'vào' 'ngày' 'bốn' 'tháng' 'hai' 'lúc' 'hai' 'giờ' 'chiều']","['Other' 'Other' 'Other' 'Other' 'Other' 'Other' 'Other' 'place_name'
 'place_name' 'place_name' 'place_name' 'Other' 'date' 'date' 'date'
 'date' 'Other' 'time' 'time' 'time']",50,calendar_set,calendar,8.16,48000,1,True,,,
14384,dev/a63f4234692ed8e952448a8d69754cfb.wav,validation,SVM,vi-VN,63cfbea470ab1bba9db30082,exp_svm_spk_0010,Male,21,tòa nhà empire cao bao nhiêu,tòa nhà empire cao bao nhiêu,['tòa' 'nhà' 'empire' 'cao' 'bao' 'nhiêu'],['Other' 'Other' 'Other' 'Other' 'Other' 'Other'],49,qa_factoid,qa,1.98,48000,1,True,SVM_CLOSED_SET,SVM_EXPERIMENTAL,
2879,dev/2442f4a2d83dcfd35bd02146c7d3e867.wav,validation,SVM,vi-VN,604b93f6432ad99bcb4798e8,exp_svm_spk_0009,Male,31,vui lòng xóa bất cứ báo thức nào mà tôi đã đặt,vui lòng xóa bất cứ báo thức nào mà tôi đã đặt,['vui' 'lòng' 'xóa' 'bất' 'cứ' 'báo' 'thức' 'nào' 'mà' 'tôi' 'đã' 'đặt'],"['Other' 'Other' 'Other' 'Other' 'Other' 'Other' 'Other' 'Other' 'Other'
 'Other' 'Other' 'Other']",52,alarm_remove,alarm,7.8785,48000,1,True,SVM_CLOSED_SET,SVM_EXPERIMENTAL,
11079,dev/c80d944d4f34fe13a6a5f51ef3d0d7d1.wav,validation,SVM,vi-VN,6537e43c008bb605430a302f,exp_svm_spk_0002,Female,29,xóa một danh sách,xóa một danh sách,['xóa' 'một' 'danh' 'sách'],['Other' 'Other' 'Other' 'Other'],53,lists_remove,lists,2.52,48000,1,True,SVM_CLOSED_SET,SVM_EXPERIMENTAL,
9849,dev/bd8f232eb35b8a16b0095a095dfb5d1d.wav,validation,SVM,vi-VN,5c9d67af9e01ef000197cd15,exp_svm_spk_0003,Female,59,sách nói phát jai ho,[media_type : sách nói] phát [song_name : jai ho],['sách' 'nói' 'phát' 'jai' 'ho'],['media_type' 'media_type' 'Other' 'song_name' 'song_name'],20,play_audiobook,play,3.3,48000,1,True,SVM_CLOSED_SET,SVM_EXPERIMENTAL,
13617,dev/eaa1a929ab7a8e7782bf4d176dd72635.wav,validation,TEST,vi-VN,652d516527ad747c966f5af4,test_enrolled_spk_0001,Female,32,kể cho tôi nghe điều kỳ lạ nhất đang xảy ra trên thế giới hôm nay,kể cho tôi nghe điều kỳ lạ nhất đang xảy ra trên thế giới [date : hôm nay],"['kể' 'cho' 'tôi' 'nghe' 'điều' 'kỳ' 'lạ' 'nhất' 'đang' 'xảy' 'ra' 'trên'
 'thế' 'giới' 'hôm' 'nay']","['Other' 'Other' 'Other' 'Other' 'Other' 'Other' 'Other' 'Other' 'Other'
 'Other' 'Other' 'Other' 'Other' 'Other' 'date' 'date']",12,general_quirky,general,5.34,48000,1,True,COSINE_TEST,ENROLLED,
1566,dev/76ed37a2bc2d1a29c8ada9f850785925.wav,validation,UNUSED,vi-VN,60b0f68c2d6061d4fce96316,,Female,29,phát âm nhạc từ danh sách phát,phát âm nhạc từ danh sách phát,['phát' 'âm' 'nhạc' 'từ' 'danh' 'sách' 'phát'],['Other' 'Other' 'Other' 'Other' 'Other' 'Other' 'Other'],45,play_music,play,3.12,48000,1,True,,,
14125,dev/9f1b85854b67098a3a80b1306c9d50cb.wav,validation,SVM,vi-VN,5fb84feecf0626000b30cbd3,exp_svm_spk_0008,Male,29,hiển thị tiểu sử của mỹ tâm,hiển thị tiểu sử của [artist_name : mỹ tâm],['hiển' 'thị' 'tiểu' 'sử' 'của' 'mỹ' 'tâm'],['Other' 'Other' 'Other' 'Other' 'Other' 'artist_name' 'artist_name'],49,qa_factoid,qa,2.82,48000,1,True,SVM_CLOSED_SET,SVM_EXPERIMENTAL,
6603,dev/379c4cc91bfaa6c2180a484f00f27b9f.wav,validation,SVM,vi-VN,6537e43c008bb605430a302f,exp_svm_spk_0002,Female,29,mức độ sưởi ấm vào những thời điểm nào ở cầu giấy,mức độ sưởi ấm vào những thời điểm nào ở [place_name : cầu giấy],['mức' 'độ' 'sưởi' 'ấm' 'vào' 'những' 'thời' 'điểm' 'nào' 'ở' 'cầu' 'giấy'],"['Other' 'Other' 'Other' 'Other' 'Other' 'Other' 'Other' 'Other' 'Other'
 'Other' 'place_name' 'place_name']",12,general_quirky,general,3.9,48000,1,True,SVM_CLOSED_SET,SVM_EXPERIMENTAL,
12258,dev/25d5b2e6d2bb05b4ee70593b3a478fd6.wav,validation,SVM,vi-VN,6557ebf8541bd32382739c1a,exp_svm_spk_0005,Female,30,giao thông thế nào,giao thông thế nào,['giao' 'thông' 'thế' 'nào'],['Other' 'Other' 'Other' 'Other'],11,transport_traffic,transport,2.94,48000,1,True,SVM_CLOSED_SET,SVM_EXPERIMENTAL,
14897,dev/9bec75f4db43a8c5d137245a2dc57d77.wav,validation,SVM,vi-VN,5ee49e71f8d19d00098aca3e,exp_svm_spk_0006,Male,27,vệ tinh nào đầu tiên được phóng bởi nasa,vệ tinh nào đầu tiên được phóng bởi nasa,['vệ' 'tinh' 'nào' 'đầu' 'tiên' 'được' 'phóng' 'bởi' 'nasa'],['Other' 'Other' 'Other' 'Other' 'Other' 'Other' 'Other' 'Other' 'Other'],49,qa_factoid,qa,3.36,48000,1,True,SVM_CLOSED_SET,SVM_EXPERIMENTAL,
2621,dev/9c1bb84bed652be018e2abcabc5ac1ca.wav,validation,SVM,vi-VN,6537e43c008bb605430a302f,exp_svm_spk_0002,Female,29,bắt đầu máy hút bụi bây giờ,bắt đầu [device_type : máy hút bụi] bây giờ,['bắt' 'đầu' 'máy' 'hút' 'bụi' 'bây' 'giờ'],['Other' 'Other' 'device_type' 'device_type' 'device_type' 'Other' 'Other'],34,iot_cleaning,iot,1.98,48000,1,True,SVM_CLOSED_SET,SVM_EXPERIMENTAL,
2583,dev/d906c83cd45893b7a2ef3cc4e8cbfc76.wav,validation,SVM,vi-VN,63cfbea470ab1bba9db30082,exp_svm_spk_0010,Male,21,tên bài hát là gì,tên bài hát là gì,['tên' 'bài' 'hát' 'là' 'gì'],['Other' 'Other' 'Other' 'Other' 'Other'],57,music_query,music,1.92,48000,1,True,SVM_CLOSED_SET,SVM_EXPERIMENTAL,
6908,dev/fa166770e66a6cce613cafb50ae4b122.wav,validation,SVM,vi-VN,6552b16899091e4aaa587d1b,exp_svm_spk_0001,Male,33,tôi cần lời nhắc mỗi ngày lúc chín giờ sáng,tôi cần lời nhắc [general_frequency : mỗi ngày] lúc [time : chín giờ sáng],['tôi' 'cần' 'lời' 'nhắc' 'mỗi' 'ngày' 'lúc' 'chín' 'giờ' 'sáng'],"['Other' 'Other' 'Other' 'Other' 'general_frequency' 'general_frequency'
 'Other' 'time' 'time' 'time']",50,calendar_set,calendar,3.18,48000,1,True,SVM_CLOSED_SET,SVM_EXPERIMENTAL,
173,dev/7fc7325b87ec8de1daaaa56edc2c41f3.wav,validation,SVM,vi-VN,5ee49e71f8d19d00098aca3e,exp_svm_spk_0006,Male,27,cài báo thức ngày mai lúc sáu giờ sáng,cài báo thức [date : ngày mai] lúc [time : sáu giờ sáng],['cài' 'báo' 'thức' 'ngày' 'mai' 'lúc' 'sáu' 'giờ' 'sáng'],['Other' 'Other' 'Other' 'date' 'date' 'Other' 'time' 'time' 'time'],48,alarm_set,alarm,3.12,48000,1,True,SVM_CLOSED_SET,SVM_EXPERIMENTAL,
4129,dev/236a2270a2d7d30407562f775dfd7c90.wav,validation,SVM,vi-VN,6552b16899091e4aaa587d1b,exp_svm_spk_0001,Male,33,tôi đã đặt báo thức nào ngay bây giờ,tôi đã đặt báo thức nào ngay bây giờ,['tôi' 'đã' 'đặt' 'báo' 'thức' 'nào' 'ngay' 'bây' 'giờ'],['Other' 'Other' 'Other' 'Other' 'Other' 'Other' 'Other' 'Other' 'Other'],23,alarm_query,alarm,4.02,48000,1,True,SVM_CLOSED_SET,SVM_EXPERIMENTAL,
4573,dev/09de9f19db37705d021661e9375c63d9.wav,validation,SVM,vi-VN,63cfbea470ab1bba9db30082,exp_svm_spk_0010,Male,21,bật các đèn ở đây làm ơn,bật các đèn ở đây làm ơn,['bật' 'các' 'đèn' 'ở' 'đây' 'làm' 'ơn'],['Other' 'Other' 'Other' 'Other' 'Other' 'Other' 'Other'],18,iot_hue_lightup,iot,2.4,48000,1,True,SVM_CLOSED_SET,SVM_EXPERIMENTAL,
13185,dev/b34323d69a5bf6a39dcb7e89f7169a19.wav,validation,SVM,vi-VN,5c9d67af9e01ef000197cd15,exp_svm_spk_0003,Female,59,tính toán khoảng cách từ boston đến new york,tính toán khoảng cách từ [place_name : boston] đến [place_name : new york],['tính' 'toán' 'khoảng' 'cách' 'từ' 'boston' 'đến' 'new' 'york'],"['Other' 'Other' 'Other' 'Other' 'Other' 'place_name' 'Other' 'place_name'
 'place_name']",49,qa_factoid,qa,4.26,48000,1,True,SVM_CLOSED_SET,SVM_EXPERIMENTAL,
10648,dev/6e79f07e8bc7a4994124ae53fe9282e0.wav,validation,SVM,vi-VN,5fb84feecf0626000b30cbd3,exp_svm_spk_0008,Male,29,thêm tạp hóa vào danh sách,thêm tạp hóa vào danh sách,['thêm' 'tạp' 'hóa' 'vào' 'danh' 'sách'],['Other' 'Other' 'Other' 'Other' 'Other' 'Other'],21,lists_createoradd,lists,2.22,48000,1,True,SVM_CLOSED_SET,SVM_EXPERIMENTAL,
11743,dev/42783062428f0531802440a3b36c9e99.wav,validation,UNUSED,vi-VN,646fec4b0c1269c0b550130f,,Female,26,sự kiện hội chợ sách nào sẽ diễn ra tuần sau ở hà nội,sự kiện [event_name : hội chợ sách] nào sẽ diễn ra [date : tuần sau] ở [place_name : hà nội],"['sự' 'kiện' 'hội' 'chợ' 'sách' 'nào' 'sẽ' 'diễn' 'ra' 'tuần' 'sau' 'ở'
 'hà' 'nội']","['Other' 'Other' 'event_name' 'event_name' 'event_name' 'Other' 'Other'
 'Other' 'Other' 'date' 'date' 'Other' 'place_name' 'place_name']",6,recommendation_events,recommendation,3.96,48000,1,True,,,
13795,dev/1fbd032167d9586076899e144901d237.wav,validation,VALIDATION,vi-VN,616ca5967d36f0000bd47b78,val_unknown_spk_0001,Female,36,tỷ giá hối đoái giữa đô là mỹ và pháp là bao nhiêu,tỷ giá hối đoái giữa đô là [currency_name : mỹ] và [currency_name : pháp] là bao nhiêu,"['tỷ' 'giá' 'hối' 'đoái' 'giữa' 'đô' 'là' 'mỹ' 'và' 'pháp' 'là' 'bao'
 'nhiêu']","['Other' 'Other' 'Other' 'Other' 'Other' 'Other' 'Other' 'currency_name'
 'Other' 'currency_name' 'Other' 'Other' 'Other']",10,qa_currency,qa,4.86,48000,1,True,COSINE_VALIDATION,UNKNOWN,
3875,dev/08d2e376d8c5edef3b09b6133951acab.wav,validation,VALIDATION,vi-VN,6549198eec431d4a6768a13e,val_unknown_spk_0002,Male,21,thời tiết các ngày còn lại trong tuần thế nào,thời tiết [date : các ngày còn lại trong tuần] thế nào,['thời' 'tiết' 'các' 'ngày' 'còn' 'lại' 'trong' 'tuần' 'thế' 'nào'],['Other' 'Other' 'date' 'date' 'date' 'date' 'date' 'date' 'Other' 'Other'],13,weather_query,weather,2.94,48000,1,True,COSINE_VALIDATION,UNKNOWN,
4127,dev/3a8f60af6cca03ac945efdc7f50237c9.wav,validation,UNUSED,vi-VN,646fec4b0c1269c0b550130f,,Female,26,phát các bài hát từ danh sách phát,phát các bài hát từ danh sách phát,['phát' 'các' 'bài' 'hát' 'từ' 'danh' 'sách' 'phát'],['Other' 'Other' 'Other' 'Other' 'Other' 'Other' 'Other' 'Other'],45,play_music,play,1.8,48000,1,True,,,
11061,dev/0c90719cdce2da96f64f73c067b65d6d.wav,validation,VALIDATION,vi-VN,6549198eec431d4a6768a13e,val_unknown_spk_0002,Male,21,vui lòng thêm dũng vào danh bạ,vui lòng thêm [person : dũng] vào danh bạ,['vui' 'lòng' 'thêm' 'dũng' 'vào' 'danh' 'bạ'],['Other' 'Other' 'Other' 'person' 'Other' 'Other' 'Other'],15,email_addcontact,email,1.74,48000,1,True,COSINE_VALIDATION,UNKNOWN,
4900,dev/c0eda0b9c9e4e8ab6223965e96bb0990.wav,validation,SVM,vi-VN,5fb84feecf0626000b30cbd3,exp_svm_spk_0008,Male,29,ai hát bài này,ai hát bài này,['ai' 'hát' 'bài' 'này'],['Other' 'Other' 'Other' 'Other'],57,music_query,music,1.32,48000,1,True,SVM_CLOSED_SET,SVM_EXPERIMENTAL,
5518,dev/8cd532e452e8eaee98e07d6a42796b09.wav,validation,SVM,vi-VN,6537e43c008bb605430a302f,exp_svm_spk_0002,Female,29,vặn các đèn phòng tắt,vặn các đèn [house_place : phòng] tắt,['vặn' 'các' 'đèn' 'phòng' 'tắt'],['Other' 'Other' 'Other' 'house_place' 'Other'],40,iot_hue_lightoff,iot,1.26,48000,1,False,SVM_CLOSED_SET,SVM_EXPERIMENTAL,
14961,dev/7e3c7e1ee89ffb2ad40cb750b977bb88.wav,validation,SVM,vi-VN,6552b16899091e4aaa587d1b,exp_svm_spk_0001,Male,33,tăng thanh hà bao nhiêu tuổi,[person : tăng thanh hà] bao nhiêu tuổi,['tăng' 'thanh' 'hà' 'bao' 'nhiêu' 'tuổi'],['person' 'person' 'person' 'Other' 'Other' 'Other'],49,qa_factoid,qa,2.4,48000,1,True,SVM_CLOSED_SET,SVM_EXPERIMENTAL,
4582,dev/6b9a75cc41ada4394e086c8545fbafb8.wav,validation,SVM,vi-VN,6537e43c008bb605430a302f,exp_svm_spk_0002,Female,29,thời gian có khác ở hà nội không,thời gian có khác ở [place_name : hà nội] không,['thời' 'gian' 'có' 'khác' 'ở' 'hà' 'nội' 'không'],['Other' 'Other' 'Other' 'Other' 'Other' 'place_name' 'place_name' 'Other'],0,datetime_query,datetime,2.34,48000,1,True,SVM_CLOSED_SET,SVM_EXPERIMENTAL,
