audio_id,audio_path,original_split,project_split,locale,speaker_id,normalized_speaker_id,speaker_sex,speaker_age,transcript,annot_utt,tokens,labels,intent_idx,intent,scenario_str,duration_sec,sample_rate,num_channels,is_valid,protocol,role,checksum,split_name
406,dev/bbcc4374e5adeb453d173e243d79ac61.wav,validation,TRAIN,vi-VN,6552b16899091e4aaa587d1b,exp_svm_spk_0001,Male,33,tôi muốn nghe nhạc pop,tôi muốn nghe nhạc [music_genre : pop],['tôi' 'muốn' 'nghe' 'nhạc' 'pop'],['Other' 'Other' 'Other' 'Other' 'music_genre'],45,play_music,play,3.54,48000,1,True,SVM_CLOSED_SET,TRAIN,,exp_svm_spk_0001
5476,dev/1d6502701ebe92d045cfca2a60d91f51.wav,validation,TRAIN,vi-VN,6537e43c008bb605430a302f,exp_svm_spk_0002,Female,29,thay đổi màu đèn,thay đổi màu đèn,['thay' 'đổi' 'màu' 'đèn'],['Other' 'Other' 'Other' 'Other'],1,iot_hue_lightchange,iot,1.26,48000,1,True,SVM_CLOSED_SET,TRAIN,,exp_svm_spk_0002
7345,dev/f7aabab99c1ca09800fcc271f6ab89b8.wav,validation,TRAIN,vi-VN,6537e43c008bb605430a302f,exp_svm_spk_0002,Female,29,thêm sinh nhật của mai là ngày mười hai tháng bảy vào lịch của tôi,thêm [event_name : sinh nhật] của [person : mai] là [date : ngày mười hai tháng bảy] vào lịch của tôi,"['thêm' 'sinh' 'nhật' 'của' 'mai' 'là' 'ngày' 'mười' 'hai' 'tháng' 'bảy'
 'vào' 'lịch' 'của' 'tôi']","['Other' 'event_name' 'event_name' 'Other' 'person' 'Other' 'date' 'date'
 'date' 'date' 'date' 'Other' 'Other' 'Other' 'Other']",50,calendar_set,calendar,3.06,48000,1,True,SVM_CLOSED_SET,TRAIN,,exp_svm_spk_0002
6483,dev/1be5c7a1360b6df98b7285a9df5df845.wav,validation,TRAIN,vi-VN,6537e43c008bb605430a302f,exp_svm_spk_0002,Female,29,tôi đã đến vinmart hôm nay,tôi đã đến [place_name : vinmart] [date : hôm nay],['tôi' 'đã' 'đến' 'vinmart' 'hôm' 'nay'],['Other' 'Other' 'Other' 'place_name' 'date' 'date'],12,general_quirky,general,2.1,48000,1,True,SVM_CLOSED_SET,TRAIN,,exp_svm_spk_0002
11596,dev/a3640050db2a00615fb0c1ef025e3dab.wav,validation,TRAIN,vi-VN,6537e43c008bb605430a302f,exp_svm_spk_0002,Female,29,có chương trình xiếc chó đang diễn tra gần thành phố hồ chí minh không,có [event_name : chương trình xiếc chó] đang diễn tra gần [place_name : thành phố hồ chí minh] không,"['có' 'chương' 'trình' 'xiếc' 'chó' 'đang' 'diễn' 'tra' 'gần' 'thành'
 'phố' 'hồ' 'chí' 'minh' 'không']","['Other' 'event_name' 'event_name' 'event_name' 'event_name' 'Other'
 'Other' 'Other' 'Other' 'place_name' 'place_name' 'place_name'
 'place_name' 'place_name' 'Other']",6,recommendation_events,recommendation,4.5,48000,1,True,SVM_CLOSED_SET,TRAIN,,exp_svm_spk_0002
12593,dev/82dabc9869b78f62ecd31c31a2e48665.wav,validation,TRAIN,vi-VN,6537e43c008bb605430a302f,exp_svm_spk_0002,Female,29,olly vui lòng mua cho tôi một vé xe lửa tới hồ chí minh,olly vui lòng mua cho tôi một vé [transport_type : xe lửa] tới [place_name : hồ chí minh],"['olly' 'vui' 'lòng' 'mua' 'cho' 'tôi' 'một' 'vé' 'xe' 'lửa' 'tới' 'hồ'
 'chí' 'minh']","['Other' 'Other' 'Other' 'Other' 'Other' 'Other' 'Other' 'Other'
 'transport_type' 'transport_type' 'Other' 'place_name' 'place_name'
 'place_name']",2,transport_ticket,transport,3.48,48000,1,True,SVM_CLOSED_SET,TRAIN,,exp_svm_spk_0002
12956,dev/45e5bc390f2d9dc48a2b7716c459d483.wav,validation,TRAIN,vi-VN,6537e43c008bb605430a302f,exp_svm_spk_0002,Female,29,trong trường hợp nào bạn sẽ sử dụng từ bất tiện,trong trường hợp nào bạn sẽ sử dụng từ [definition_word : bất tiện],['trong' 'trường' 'hợp' 'nào' 'bạn' 'sẽ' 'sử' 'dụng' 'từ' 'bất' 'tiện'],"['Other' 'Other' 'Other' 'Other' 'Other' 'Other' 'Other' 'Other' 'Other'
 'definition_word' 'definition_word']",26,qa_definition,qa,2.22,48000,1,True,SVM_CLOSED_SET,TRAIN,,exp_svm_spk_0002
11621,dev/b1133de64fa1e45363c70c5f524e0a20.wav,validation,TRAIN,vi-VN,6537e43c008bb605430a302f,exp_svm_spk_0002,Female,29,các sự kiện đang diễn ra gần tôi,các sự kiện đang diễn ra gần tôi,['các' 'sự' 'kiện' 'đang' 'diễn' 'ra' 'gần' 'tôi'],['Other' 'Other' 'Other' 'Other' 'Other' 'Other' 'Other' 'Other'],6,recommendation_events,recommendation,2.46,48000,1,True,SVM_CLOSED_SET,TRAIN,,exp_svm_spk_0002
13231,dev/e119f7d29d214d0140f5a98575b134e8.wav,validation,TRAIN,vi-VN,6537e43c008bb605430a302f,exp_svm_spk_0002,Female,29,tòa nhà cao nhất,tòa nhà cao nhất,['tòa' 'nhà' 'cao' 'nhất'],['Other' 'Other' 'Other' 'Other'],49,qa_factoid,qa,1.86,48000,1,True,SVM_CLOSED_SET,TRAIN,,exp_svm_spk_0002
12891,dev/78d9761bb9845374c23b6ff6df68bda7.wav,validation,TRAIN,vi-VN,6537e43c008bb605430a302f,exp_svm_spk_0002,Female,29,cho tôi một chuyến tàu hỏa di chuyển từ hà nội đến hồ chí minh,cho tôi một chuyến [transport_type : tàu hỏa] di chuyển từ [place_name : hà nội] đến [place_name : hồ chí minh],"['cho' 'tôi' 'một' 'chuyến' 'tàu' 'hỏa' 'di' 'chuyển' 'từ' 'hà' 'nội'
 'đến' 'hồ' 'chí' 'minh']","['Other' 'Other' 'Other' 'Other' 'transport_type' 'transport_type' 'Other'
 'Other' 'Other' 'place_name' 'place_name' 'Other' 'place_name'
 'place_name' 'place_name']",2,transport_ticket,transport,3.9,48000,1,True,SVM_CLOSED_SET,TRAIN,,exp_svm_spk_0002
3602,dev/3f5708131b5e2dec61b4edc05555566a.wav,validation,TRAIN,vi-VN,6537e43c008bb605430a302f,exp_svm_spk_0002,Female,29,tin tức mới nhất về bầu cử mỹ là gì,tin tức mới nhất về [news_topic : bầu cử mỹ] là gì,['tin' 'tức' 'mới' 'nhất' 'về' 'bầu' 'cử' 'mỹ' 'là' 'gì'],"['Other' 'Other' 'Other' 'Other' 'Other' 'news_topic' 'news_topic'
 'news_topic' 'Other' 'Other']",22,news_query,news,2.58,48000,1,True,SVM_CLOSED_SET,TRAIN,,exp_svm_spk_0002
8329,dev/8b06dcd611e40dbfe48ca34eba8b06ca.wav,validation,TRAIN,vi-VN,6537e43c008bb605430a302f,exp_svm_spk_0002,Female,29,đặt lời nhắc cho cuộc họp lúc ba giờ chiều thứ sáu,đặt lời nhắc cho [event_name : cuộc họp] lúc [time : ba giờ chiều] [date : thứ sáu],"['đặt' 'lời' 'nhắc' 'cho' 'cuộc' 'họp' 'lúc' 'ba' 'giờ' 'chiều' 'thứ'
 'sáu']","['Other' 'Other' 'Other' 'Other' 'event_name' 'event_name' 'Other' 'time'
 'time' 'time' 'date' 'date']",50,calendar_set,calendar,3.12,48000,1,True,SVM_CLOSED_SET,TRAIN,,exp_svm_spk_0002
4582,dev/6b9a75cc41ada4394e086c8545fbafb8.wav,validation,TRAIN,vi-VN,6537e43c008bb605430a302f,exp_svm_spk_0002,Female,29,thời gian có khác ở hà nội không,thời gian có khác ở [place_name : hà nội] không,['thời' 'gian' 'có' 'khác' 'ở' 'hà' 'nội' 'không'],['Other' 'Other' 'Other' 'Other' 'Other' 'place_name' 'place_name' 'Other'],0,datetime_query,datetime,2.34,48000,1,True,SVM_CLOSED_SET,TRAIN,,exp_svm_spk_0002
15632,dev/13ef4bc6f91b9d9231f18b93aaf7acfa.wav,validation,TRAIN,vi-VN,6537e43c008bb605430a302f,exp_svm_spk_0002,Female,29,ok google tweet dịch vụ ở nhà hàng hoa sứ rất tệ,ok google [media_type : tweet] dịch vụ ở nhà hàng hoa sứ rất tệ,['ok' 'google' 'tweet' 'dịch' 'vụ' 'ở' 'nhà' 'hàng' 'hoa' 'sứ' 'rất' 'tệ'],"['Other' 'Other' 'media_type' 'Other' 'Other' 'Other' 'Other' 'Other'
 'Other' 'Other' 'Other' 'Other']",47,social_post,social,3.54,48000,1,True,SVM_CLOSED_SET,TRAIN,,exp_svm_spk_0002
15193,dev/f9d35fb7408a17c1d8d4fb2bc2e6292f.wav,validation,TRAIN,vi-VN,6537e43c008bb605430a302f,exp_svm_spk_0002,Female,29,đăng một bài mới trên facebook thời gian để ăn mừng,đăng một bài mới trên [media_type : facebook] thời gian để ăn mừng,['đăng' 'một' 'bài' 'mới' 'trên' 'facebook' 'thời' 'gian' 'để' 'ăn' 'mừng'],"['Other' 'Other' 'Other' 'Other' 'Other' 'media_type' 'Other' 'Other'
 'Other' 'Other' 'Other']",47,social_post,social,3.0,48000,1,True,SVM_CLOSED_SET,TRAIN,,exp_svm_spk_0002
13271,dev/354fc3f1ca9964c61f5ba0de9baaa100.wav,validation,TRAIN,vi-VN,6537e43c008bb605430a302f,exp_svm_spk_0002,Female,29,quê nhà của mỹ tâm ở đâu,quê nhà của [person : mỹ tâm] ở đâu,['quê' 'nhà' 'của' 'mỹ' 'tâm' 'ở' 'đâu'],['Other' 'Other' 'Other' 'person' 'person' 'Other' 'Other'],49,qa_factoid,qa,2.22,48000,1,True,SVM_CLOSED_SET,TRAIN,,exp_svm_spk_0002
5604,dev/a94c00610f68b3347643d73a536c0562.wav,validation,TRAIN,vi-VN,6537e43c008bb605430a302f,exp_svm_spk_0002,Female,29,phát xáo trộn danh sách phát nhạc blue,[player_setting : phát xáo trộn] [playlist_name : danh sách phát nhạc blue],['phát' 'xáo' 'trộn' 'danh' 'sách' 'phát' 'nhạc' 'blue'],"['player_setting' 'player_setting' 'player_setting' 'playlist_name'
 'playlist_name' 'playlist_name' 'playlist_name' 'playlist_name']",45,play_music,play,2.16,48000,1,True,SVM_CLOSED_SET,TRAIN,,exp_svm_spk_0002
3464,dev/ac3191bdfd58acde9b4842314ca04efc.wav,validation,TRAIN,vi-VN,6537e43c008bb605430a302f,exp_svm_spk_0002,Female,29,làm ơn mở tất cả các đèn ngoài trời,làm ơn mở tất cả các đèn ngoài trời,['làm' 'ơn' 'mở' 'tất' 'cả' 'các' 'đèn' 'ngoài' 'trời'],['Other' 'Other' 'Other' 'Other' 'Other' 'Other' 'Other' 'Other' 'Other'],41,iot_hue_lighton,iot,2.58,48000,1,True,SVM_CLOSED_SET,TRAIN,,exp_svm_spk_0002
10186,dev/27b1710ea90ffc9e83c48285ec4f44a0.wav,validation,TRAIN,vi-VN,6537e43c008bb605430a302f,exp_svm_spk_0002,Female,29,tôi nên nướng ức gà trong bao lâu,tôi nên nướng [food_type : ức gà] trong bao lâu,['tôi' 'nên' 'nướng' 'ức' 'gà' 'trong' 'bao' 'lâu'],['Other' 'Other' 'Other' 'food_type' 'food_type' 'Other' 'Other' 'Other'],9,cooking_recipe,cooking,2.22,48000,1,True,SVM_CLOSED_SET,TRAIN,,exp_svm_spk_0002
12267,dev/9c302922f1ed4aa7d86889de8f3a56ec.wav,validation,TRAIN,vi-VN,6537e43c008bb605430a302f,exp_svm_spk_0002,Female,29,lịch trình gửi thư từ hội an đến huế là bao lâu,lịch trình gửi thư từ [place_name : hội an] đến [place_name : huế] là bao lâu,['lịch' 'trình' 'gửi' 'thư' 'từ' 'hội' 'an' 'đến' 'huế' 'là' 'bao' 'lâu'],"['Other' 'Other' 'Other' 'Other' 'Other' 'place_name' 'place_name' 'Other'
 'place_name' 'Other' 'Other' 'Other']",42,transport_query,transport,2.88,48000,1,True,SVM_CLOSED_SET,TRAIN,,exp_svm_spk_0002
13788,dev/1fcbfaa838c762d70832435d062b79c3.wav,validation,TRAIN,vi-VN,6537e43c008bb605430a302f,exp_svm_spk_0002,Female,29,độ cao trung bình của mỹ là gì,độ cao trung bình của mỹ là gì,['độ' 'cao' 'trung' 'bình' 'của' 'mỹ' 'là' 'gì'],['Other' 'Other' 'Other' 'Other' 'Other' 'Other' 'Other' 'Other'],49,qa_factoid,qa,1.68,48000,1,True,SVM_CLOSED_SET,TRAIN,,exp_svm_spk_0002
3865,dev/c587b2565b2e1567e741df36909986c9.wav,validation,TRAIN,vi-VN,6537e43c008bb605430a302f,exp_svm_spk_0002,Female,29,kết quả của hai trận đấu ucl đang diễn ra ngay bây giờ là bao nhiêu,kết quả của [news_topic : hai trận đấu ucl] đang diễn ra ngay bây giờ là bao nhiêu,"['kết' 'quả' 'của' 'hai' 'trận' 'đấu' 'ucl' 'đang' 'diễn' 'ra' 'ngay'
 'bây' 'giờ' 'là' 'bao' 'nhiêu']","['Other' 'Other' 'Other' 'news_topic' 'news_topic' 'news_topic'
 'news_topic' 'Other' 'Other' 'Other' 'Other' 'Other' 'Other' 'Other'
 'Other' 'Other']",22,news_query,news,4.2,48000,1,True,SVM_CLOSED_SET,TRAIN,,exp_svm_spk_0002
10412,dev/9470fe24d4764ca57c2fa75858ccdc2a.wav,validation,TRAIN,vi-VN,6537e43c008bb605430a302f,exp_svm_spk_0002,Female,29,hãy cùng chơi liên minh huyền thoại,hãy cùng chơi [game_name : liên minh huyền thoại],['hãy' 'cùng' 'chơi' 'liên' 'minh' 'huyền' 'thoại'],['Other' 'Other' 'Other' 'game_name' 'game_name' 'game_name' 'game_name'],51,play_game,play,1.62,48000,1,True,SVM_CLOSED_SET,TRAIN,,exp_svm_spk_0002
11169,dev/0c5682589cf9187bcdcc2e65b0a11406.wav,validation,TRAIN,vi-VN,6537e43c008bb605430a302f,exp_svm_spk_0002,Female,29,liệt kê những thứ có sẵn,liệt kê những thứ có sẵn,['liệt' 'kê' 'những' 'thứ' 'có' 'sẵn'],['Other' 'Other' 'Other' 'Other' 'Other' 'Other'],59,lists_query,lists,1.62,48000,1,True,SVM_CLOSED_SET,TRAIN,,exp_svm_spk_0002
5518,dev/8cd532e452e8eaee98e07d6a42796b09.wav,validation,TRAIN,vi-VN,6537e43c008bb605430a302f,exp_svm_spk_0002,Female,29,vặn các đèn phòng tắt,vặn các đèn [house_place : phòng] tắt,['vặn' 'các' 'đèn' 'phòng' 'tắt'],['Other' 'Other' 'Other' 'house_place' 'Other'],40,iot_hue_lightoff,iot,1.26,48000,1,True,SVM_CLOSED_SET,TRAIN,,exp_svm_spk_0002
7627,dev/c9d83b469eff7b718153df31fd387d92.wav,validation,TRAIN,vi-VN,6537e43c008bb605430a302f,exp_svm_spk_0002,Female,29,nhắc tôi làm bánh pizza vào sáng mai,nhắc tôi [event_name : làm bánh pizza] vào [timeofday : sáng] [date : mai],['nhắc' 'tôi' 'làm' 'bánh' 'pizza' 'vào' 'sáng' 'mai'],"['Other' 'Other' 'event_name' 'event_name' 'event_name' 'Other'
 'timeofday' 'date']",50,calendar_set,calendar,1.56,48000,1,True,SVM_CLOSED_SET,TRAIN,,exp_svm_spk_0002
4501,dev/4ea854c16d51ced5fb7ac720936c66dc.wav,validation,TRAIN,vi-VN,6537e43c008bb605430a302f,exp_svm_spk_0002,Female,29,tuần này có tuyết không,[date : tuần này] có tuyết không,['tuần' 'này' 'có' 'tuyết' 'không'],['date' 'date' 'Other' 'Other' 'Other'],13,weather_query,weather,2.76,48000,1,True,SVM_CLOSED_SET,TRAIN,,exp_svm_spk_0002
4810,dev/d5c04a1972b7a7bf65d5fc841e32b30f.wav,validation,TRAIN,vi-VN,6537e43c008bb605430a302f,exp_svm_spk_0002,Female,29,chuyển đổi múi giờ,chuyển đổi múi giờ,['chuyển' 'đổi' 'múi' 'giờ'],['Other' 'Other' 'Other' 'Other'],38,datetime_convert,datetime,1.5,48000,1,True,SVM_CLOSED_SET,TRAIN,,exp_svm_spk_0002
7373,dev/52363a1881f9e6d911f1b79320ea4919.wav,validation,TRAIN,vi-VN,6537e43c008bb605430a302f,exp_svm_spk_0002,Female,29,đám cưới được lên lịch vào lúc nào,[event_name : đám cưới] được lên lịch vào lúc nào,['đám' 'cưới' 'được' 'lên' 'lịch' 'vào' 'lúc' 'nào'],['event_name' 'event_name' 'Other' 'Other' 'Other' 'Other' 'Other' 'Other'],32,calendar_query,calendar,1.86,48000,1,True,SVM_CLOSED_SET,TRAIN,,exp_svm_spk_0002
12438,dev/b92b6d4aa512043125aa59bc3544e426.wav,validation,TRAIN,vi-VN,6537e43c008bb605430a302f,exp_svm_spk_0002,Female,29,thời gian tàu hỏa đi từ sài gòn đến phan thiết mất bao lau,thời gian [transport_type : tàu hỏa] đi từ [place_name : sài gòn] đến [place_name : phan thiết] mất bao lau,"['thời' 'gian' 'tàu' 'hỏa' 'đi' 'từ' 'sài' 'gòn' 'đến' 'phan' 'thiết'
 'mất' 'bao' 'lau']","['Other' 'Other' 'transport_type' 'transport_type' 'Other' 'Other'
 'place_name' 'place_name' 'Other' 'place_name' 'place_name' 'Other'
 'Other' 'Other']",42,transport_query,transport,2.7,48000,1,True,SVM_CLOSED_SET,TRAIN,,exp_svm_spk_0002
15471,dev/dc44943f6c99e87865239bb583a967d0.wav,validation,TRAIN,vi-VN,6537e43c008bb605430a302f,exp_svm_spk_0002,Female,29,viết khiếu nại cho thế giới di động về chiếc máy tính bảng tôi đã mua hôm nay,viết khiếu nại cho [business_name : thế giới di động] về chiếc máy tính bảng tôi đã mua [date : hôm nay],"['viết' 'khiếu' 'nại' 'cho' 'thế' 'giới' 'di' 'động' 'về' 'chiếc' 'máy'
 'tính' 'bảng' 'tôi' 'đã' 'mua' 'hôm' 'nay']","['Other' 'Other' 'Other' 'Other' 'business_name' 'business_name'
 'business_name' 'business_name' 'Other' 'Other' 'Other' 'Other' 'Other'
 'Other' 'Other' 'Other' 'date' 'date']",47,social_post,social,3.24,48000,1,True,SVM_CLOSED_SET,TRAIN,,exp_svm_spk_0002
15272,dev/a44a2eb0cd0b28122c01762f949bf5b2.wav,validation,TRAIN,vi-VN,6537e43c008bb605430a302f,exp_svm_spk_0002,Female,29,bạn có thể cho tôi biết điều gì đã xảy ra với mạng xã hội của tôi không,bạn có thể cho tôi biết điều gì đã xảy ra với mạng xã hội của tôi không,"['bạn' 'có' 'thể' 'cho' 'tôi' 'biết' 'điều' 'gì' 'đã' 'xảy' 'ra' 'với'
 'mạng' 'xã' 'hội' 'của' 'tôi' 'không']","['Other' 'Other' 'Other' 'Other' 'Other' 'Other' 'Other' 'Other' 'Other'
 'Other' 'Other' 'Other' 'Other' 'Other' 'Other' 'Other' 'Other' 'Other']",27,social_query,social,4.38,48000,1,True,SVM_CLOSED_SET,TRAIN,,exp_svm_spk_0002
5690,dev/34c59772944f4a2b4d056ca9bf4fbdbb.wav,validation,TRAIN,vi-VN,6537e43c008bb605430a302f,exp_svm_spk_0002,Female,29,sơn tùng,[artist_name : sơn tùng],['sơn' 'tùng'],['artist_name' 'artist_name'],45,play_music,play,1.2,48000,1,True,SVM_CLOSED_SET,TRAIN,,exp_svm_spk_0002
112,dev/2972bc37e5e0c38eb51c94859b22b1f8.wav,validation,TRAIN,vi-VN,6537e43c008bb605430a302f,exp_svm_spk_0002,Female,29,phát một vài mỹ tâm,phát một vài [artist_name : mỹ tâm],['phát' 'một' 'vài' 'mỹ' 'tâm'],['Other' 'Other' 'Other' 'artist_name' 'artist_name'],45,play_music,play,1.32,48000,1,True,SVM_CLOSED_SET,TRAIN,,exp_svm_spk_0002
11332,dev/ad5d7e5aed529d4159a4dfa361c7d53c.wav,validation,TRAIN,vi-VN,6537e43c008bb605430a302f,exp_svm_spk_0002,Female,29,tìm và tạo một danh sách phát của tệp dancing mới nhất,tìm và tạo một danh sách phát của tệp dancing mới nhất,"['tìm' 'và' 'tạo' 'một' 'danh' 'sách' 'phát' 'của' 'tệp' 'dancing' 'mới'
 'nhất']","['Other' 'Other' 'Other' 'Other' 'Other' 'Other' 'Other' 'Other' 'Other'
 'Other' 'Other' 'Other']",45,play_music,play,2.7,48000,1,True,SVM_CLOSED_SET,TRAIN,,exp_svm_spk_0002
11699,dev/552d51167470bd5888c38460601fafe7.wav,validation,TRAIN,vi-VN,6537e43c008bb605430a302f,exp_svm_spk_0002,Female,29,chỉ cho tôi một vài nhà hàng gần với địa điểm của tôinhất,chỉ cho tôi một vài [business_type : nhà hàng] gần với địa điểm của tôinhất,"['chỉ' 'cho' 'tôi' 'một' 'vài' 'nhà' 'hàng' 'gần' 'với' 'địa'
 'điểm' 'của' 'tôinhất']","['Other' 'Other' 'Other' 'Other' 'Other' 'business_type' 'business_type'
 'Other' 'Other' 'Other' 'Other' 'Other' 'Other']",19,recommendation_locations,recommendation,3.36,48000,1,True,SVM_CLOSED_SET,TRAIN,,exp_svm_spk_0002
13038,dev/40f4f7af48667d9abaeaaeb048c1f85e.wav,validation,TRAIN,vi-VN,6537e43c008bb605430a302f,exp_svm_spk_0002,Female,29,nói cho tôi biết điều gì sẽ xảy ra khi chúng ta chết,nói cho tôi biết điều gì sẽ xảy ra khi chúng ta chết,"['nói' 'cho' 'tôi' 'biết' 'điều' 'gì' 'sẽ' 'xảy' 'ra' 'khi' 'chúng' 'ta'
 'chết']","['Other' 'Other' 'Other' 'Other' 'Other' 'Other' 'Other' 'Other' 'Other'
 'Other' 'Other' 'Other' 'Other']",12,general_quirky,general,3.84,48000,1,True,SVM_CLOSED_SET,TRAIN,,exp_svm_spk_0002
9778,dev/03bdfd553c49cc24c70191d2c3efb994.wav,validation,TRAIN,vi-VN,6537e43c008bb605430a302f,exp_svm_spk_0002,Female,29,phát tam quốc diễn nghĩa,phát [audiobook_name : tam quốc diễn nghĩa],['phát' 'tam' 'quốc' 'diễn' 'nghĩa'],"['Other' 'audiobook_name' 'audiobook_name' 'audiobook_name'
 'audiobook_name']",20,play_audiobook,play,1.62,48000,1,True,SVM_CLOSED_SET,TRAIN,,exp_svm_spk_0002
10526,dev/35e5ccdfaab4c81e946d45a4a2350497.wav,validation,TRAIN,vi-VN,6537e43c008bb605430a302f,exp_svm_spk_0002,Female,29,vui lòng xóa một danh sách,vui lòng xóa một danh sách,['vui' 'lòng' 'xóa' 'một' 'danh' 'sách'],['Other' 'Other' 'Other' 'Other' 'Other' 'Other'],53,lists_remove,lists,1.32,48000,1,True,SVM_CLOSED_SET,TRAIN,,exp_svm_spk_0002
16303,dev/922a877f00a2d6e2392379f43abeb39c.wav,validation,TRAIN,vi-VN,6537e43c008bb605430a302f,exp_svm_spk_0002,Female,29,bạn có thể kiểm tra xem tôi có bất kỳ thông báo email nào gần đây không,bạn có thể kiểm tra xem tôi có bất kỳ thông báo email nào gần đây không,"['bạn' 'có' 'thể' 'kiểm' 'tra' 'xem' 'tôi' 'có' 'bất' 'kỳ' 'thông' 'báo'
 'email' 'nào' 'gần' 'đây' 'không']","['Other' 'Other' 'Other' 'Other' 'Other' 'Other' 'Other' 'Other' 'Other'
 'Other' 'Other' 'Other' 'Other' 'Other' 'Other' 'Other' 'Other']",44,email_query,email,5.1,48000,1,True,SVM_CLOSED_SET,TRAIN,,exp_svm_spk_0002
16249,dev/fd603aa0594d7333594a61238b1a780d.wav,validation,TRAIN,vi-VN,6537e43c008bb605430a302f,exp_svm_spk_0002,Female,29,thông báo nếu tôi nhận được email nào trong tài khoản email,thông báo nếu tôi nhận được email nào trong tài khoản email,"['thông' 'báo' 'nếu' 'tôi' 'nhận' 'được' 'email' 'nào' 'trong' 'tài'
 'khoản' 'email']","['Other' 'Other' 'Other' 'Other' 'Other' 'Other' 'Other' 'Other' 'Other'
 'Other' 'Other' 'Other']",44,email_query,email,3.42,48000,1,True,SVM_CLOSED_SET,TRAIN,,exp_svm_spk_0002
13063,dev/0ea6d2a9a447e23cb331e38933b14b91.wav,validation,TRAIN,vi-VN,6537e43c008bb605430a302f,exp_svm_spk_0002,Female,29,đặt một buổi hẹn hò cho chỉ tôi và bạn,đặt một buổi hẹn hò cho chỉ tôi và bạn,['đặt' 'một' 'buổi' 'hẹn' 'hò' 'cho' 'chỉ' 'tôi' 'và' 'bạn'],"['Other' 'Other' 'Other' 'Other' 'Other' 'Other' 'Other' 'Other' 'Other'
 'Other']",12,general_quirky,general,2.58,48000,1,True,SVM_CLOSED_SET,TRAIN,,exp_svm_spk_0002
5064,dev/6b8043a4c5701fe734a064c89360a778.wav,validation,TRAIN,vi-VN,6537e43c008bb605430a302f,exp_svm_spk_0002,Female,29,thay màu từ sáng sang tối,thay màu từ [color_type : sáng] sang [color_type : tối],['thay' 'màu' 'từ' 'sáng' 'sang' 'tối'],['Other' 'Other' 'Other' 'color_type' 'Other' 'color_type'],1,iot_hue_lightchange,iot,2.16,48000,1,True,SVM_CLOSED_SET,TRAIN,,exp_svm_spk_0002
6603,dev/379c4cc91bfaa6c2180a484f00f27b9f.wav,validation,TRAIN,vi-VN,6537e43c008bb605430a302f,exp_svm_spk_0002,Female,29,mức độ sưởi ấm vào những thời điểm nào ở cầu giấy,mức độ sưởi ấm vào những thời điểm nào ở [place_name : cầu giấy],['mức' 'độ' 'sưởi' 'ấm' 'vào' 'những' 'thời' 'điểm' 'nào' 'ở' 'cầu' 'giấy'],"['Other' 'Other' 'Other' 'Other' 'Other' 'Other' 'Other' 'Other' 'Other'
 'Other' 'place_name' 'place_name']",12,general_quirky,general,3.9,48000,1,True,SVM_CLOSED_SET,TRAIN,,exp_svm_spk_0002
2621,dev/9c1bb84bed652be018e2abcabc5ac1ca.wav,validation,TRAIN,vi-VN,6537e43c008bb605430a302f,exp_svm_spk_0002,Female,29,bắt đầu máy hút bụi bây giờ,bắt đầu [device_type : máy hút bụi] bây giờ,['bắt' 'đầu' 'máy' 'hút' 'bụi' 'bây' 'giờ'],['Other' 'Other' 'device_type' 'device_type' 'device_type' 'Other' 'Other'],34,iot_cleaning,iot,1.98,48000,1,True,SVM_CLOSED_SET,TRAIN,,exp_svm_spk_0002
11079,dev/c80d944d4f34fe13a6a5f51ef3d0d7d1.wav,validation,TRAIN,vi-VN,6537e43c008bb605430a302f,exp_svm_spk_0002,Female,29,xóa một danh sách,xóa một danh sách,['xóa' 'một' 'danh' 'sách'],['Other' 'Other' 'Other' 'Other'],53,lists_remove,lists,2.52,48000,1,True,SVM_CLOSED_SET,TRAIN,,exp_svm_spk_0002
16214,dev/d0fa934a4b0ab328e4c553450de7802a.wav,validation,TRAIN,vi-VN,6537e43c008bb605430a302f,exp_svm_spk_0002,Female,29,ai đã gửi thư điện tử cho tôi gần đây và những chủ đề của từng thư điện tử,ai đã gửi thư điện tử cho tôi gần đây và những chủ đề của từng thư điện tử,"['ai' 'đã' 'gửi' 'thư' 'điện' 'tử' 'cho' 'tôi' 'gần' 'đây' 'và' 'những'
 'chủ' 'đề' 'của' 'từng' 'thư' 'điện' 'tử']","['Other' 'Other' 'Other' 'Other' 'Other' 'Other' 'Other' 'Other' 'Other'
 'Other' 'Other' 'Other' 'Other' 'Other' 'Other' 'Other' 'Other' 'Other'
 'Other']",44,email_query,email,3.72,48000,1,True,SVM_CLOSED_SET,TRAIN,,exp_svm_spk_0002
5968,dev/8682a0170d515c07db011ffbf7527466.wav,validation,TRAIN,vi-VN,6537e43c008bb605430a302f,exp_svm_spk_0002,Female,29,tôi muốn đặt đồ ăn,tôi muốn đặt đồ ăn,['tôi' 'muốn' 'đặt' 'đồ' 'ăn'],['Other' 'Other' 'Other' 'Other' 'Other'],16,takeaway_order,takeaway,1.32,48000,1,True,SVM_CLOSED_SET,TRAIN,,exp_svm_spk_0002
